rank,family,family_label,configuration_id,model_configuration,feature_block,parameters_display,training_seed,status,failure_code,convergence_status,pooled_oof_n,pooled_oof_positive_n,pooled_oof_positive_share,pooled_oof_pr_auc,pooled_oof_roc_auc,fold_pr_auc_mean,fold_pr_auc_sample_sd,runtime_seconds,delta_pr_auc_vs_dummy,delta_pr_auc_vs_fixed_l2,identity
44,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__003,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__003,L+D,"{""activation"": ""relu"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [64], ""imbalance"": ""sqrt"", ""learning_rate"": 0.0003, ""weight_decay"": 0.001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39548464852848403,0.74494308920134122,0.40027840091709432,0.047989800011082634,46.518136708938982,0.22320149760567362,0.013829796599986899,pytorch_mlp|L+D|model_stage_v1__coarse__pytorch_mlp__epochs_200__003|seed=20260818
45,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__010,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__010,L,"{""imbalance"": ""none"", ""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39547241399527427,0.75212055392993715,0.39837693177391448,0.06336949691433838,14.765460667083971,0.22318926307246387,0.013817562066777145,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__010|seed=20260818
46,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__005,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__005,L+D,"{""activation"": ""relu"", ""batch_size"": 64, ""epochs"": 200, ""hidden_layer_sizes"": [64, 32], ""imbalance"": ""none"", ""learning_rate"": 0.0003, ""weight_decay"": 0.001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39535403142450243,0.74752670907430208,0.39972149615734853,0.043677266106803024,159.65323087602155,0.22307088050169202,0.013699179496005298,pytorch_mlp|L+D|model_stage_v1__coarse__pytorch_mlp__epochs_200__005|seed=20260818
47,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__016,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__016,L,"{""imbalance"": ""sqrt"", ""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 100}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39533412573556803,0.75171441714981846,0.39683330903414599,0.059158692169360649,14.645023956894875,0.22305097481275762,0.013679273807070902,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__016|seed=20260818
48,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__004,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__004,L,"{""imbalance"": ""none"", ""l2_regularization"": 0.1, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 100}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39523674323623703,0.75177045679455301,0.39701400234033951,0.066235187687913033,11.876462958054617,0.22295359231342662,0.013581891307739902,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__004|seed=20260818
49,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__007,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__007,L+D,"{""imbalance"": ""none"", ""l2_regularization"": 1.0, ""learning_rate"": 0.06, ""max_features"": 1.0, ""max_iter"": 300, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39519560028449224,0.75250385017897103,0.4011211592816753,0.056778961793580524,14.583762457070407,0.22291244936168184,0.013540748355995114,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__007|seed=20260818
50,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__006,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__006,L+D+R,"{""imbalance"": ""none"", ""l2_regularization"": 1.0, ""learning_rate"": 0.06, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3949976632432799,0.75318413072037649,0.40127381394556977,0.052762908652566852,17.26748945802683,0.22271451232046949,0.013342811314782765,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__006|seed=20260818
51,xgboost,XGBoost,model_stage_v1__coarse__xgboost__001,XGBoost | model_stage_v1__coarse__xgboost__001,L+D,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""none"", ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39460103067618563,0.75375990722382868,0.40056760883725878,0.056918117151602506,14.068345749925356,0.22231787975337522,0.012946178747688497,xgboost|L+D|model_stage_v1__coarse__xgboost__001|seed=20260818
52,xgboost,XGBoost,model_stage_v1__coarse__xgboost__007,XGBoost | model_stage_v1__coarse__xgboost__007,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""none"", ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39436237073846392,0.75213185941894156,0.39809890266805886,0.06506691996773098,13.034874208969995,0.22207921981565351,0.012707518809966789,xgboost|L+D+R|model_stage_v1__coarse__xgboost__007|seed=20260818
53,xgboost,XGBoost,model_stage_v1__coarse__xgboost__011,XGBoost | model_stage_v1__coarse__xgboost__011,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39372645195936012,0.75049376866696915,0.39733828576336067,0.062843471795673733,12.862334750010632,0.22144330103654972,0.012071600030862994,xgboost|L+D+R|model_stage_v1__coarse__xgboost__011|seed=20260818
54,rbf_svm,SVM RBF,model_stage_v1__coarse__rbf_svm__004,SVM RBF | model_stage_v1__coarse__rbf_svm__004,L+D+R,"{""C"": 1.0, ""gamma"": 0.01, ""imbalance"": ""sqrt""}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39355767923246121,0.73602899806280153,0.3990963357547383,0.068849018183078703,37.028312749986071,0.2212745283096508,0.011902827303964081,rbf_svm|L+D+R|model_stage_v1__coarse__rbf_svm__004|seed=20260818
55,xgboost,XGBoost,model_stage_v1__coarse__xgboost__015,XGBoost | model_stage_v1__coarse__xgboost__015,L+D,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39355458370087482,0.75080954761745722,0.39816341946669082,0.057522597246610456,12.990641709009651,0.22127143277806441,0.011899731772377686,xgboost|L+D|model_stage_v1__coarse__xgboost__015|seed=20260818
56,random_forest,Random Forest,model_stage_v1__coarse__random_forest__002,Random Forest | model_stage_v1__coarse__random_forest__002,L+D+R,"{""criterion"": ""gini"", ""imbalance"": ""none"", ""max_depth"": 24, ""max_features"": 1.0, ""max_samples"": 0.7, ""min_samples_leaf"": 1}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39312887400998364,0.75141063234756356,0.39705998211434057,0.070103758183575976,619.97987504000776,0.22084572308717323,0.011474022081486512,random_forest|L+D+R|model_stage_v1__coarse__random_forest__002|seed=20260818
57,random_forest,Random Forest,model_stage_v1__coarse__random_forest__003,Random Forest | model_stage_v1__coarse__random_forest__003,L,"{""criterion"": ""gini"", ""imbalance"": ""none"", ""max_depth"": 6, ""max_features"": 0.5, ""max_samples"": 1.0, ""min_samples_leaf"": 5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3931042942448485,0.75241598873904425,0.39576460424813886,0.068935961715130681,83.663011041993741,0.22082114332203809,0.011449442316351366,random_forest|L|model_stage_v1__coarse__random_forest__003|seed=20260818
58,xgboost,XGBoost,model_stage_v1__coarse__xgboost__009,XGBoost | model_stage_v1__coarse__xgboost__009,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39300634997679451,0.75383706575157627,0.39570002258470277,0.063397689489233036,11.362590332981199,0.2207231990539841,0.011351498048297382,xgboost|L|model_stage_v1__coarse__xgboost__009|seed=20260818
59,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__014,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__014,L+D+R,"{""imbalance"": ""sqrt"", ""l2_regularization"": 0.1, ""learning_rate"": 0.06, ""max_features"": 1.0, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 100}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39289516740714175,0.7471906720648368,0.39979122385830451,0.049139357675536184,17.544083419023082,0.22061201648433135,0.011240315478644625,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__014|seed=20260818
60,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__003,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__003,L+D+R,"{""activation"": ""relu"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [64], ""imbalance"": ""sqrt"", ""learning_rate"": 0.0003, ""weight_decay"": 0.001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39285597329790861,0.74557192115953685,0.39789464059189233,0.0568556017103155,44.912136876082513,0.2205728223750982,0.011201121369411482,pytorch_mlp|L+D+R|model_stage_v1__coarse__pytorch_mlp__epochs_200__003|seed=20260818
61,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__001,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__001,L+D,"{""activation"": ""relu"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [64, 32], ""imbalance"": ""none"", ""learning_rate"": 0.0003, ""weight_decay"": 0.001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39254125321809574,0.74609665079766241,0.39825746991307703,0.047216624289628632,53.002085708081722,0.22025810229528534,0.010886401289598613,pytorch_mlp|L+D|model_stage_v1__coarse__pytorch_mlp__epochs_200__001|seed=20260818
62,random_forest,Random Forest,model_stage_v1__coarse__random_forest__011,Random Forest | model_stage_v1__coarse__random_forest__011,L,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_samples"": 1.0, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39243098111181196,0.75408518393284574,0.39671875597705181,0.07177751342049199,78.429360250069294,0.22014783018900155,0.010776129183314831,random_forest|L|model_stage_v1__coarse__random_forest__011|seed=20260818
63,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__007,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__007,L,"{""imbalance"": ""none"", ""l2_regularization"": 1.0, ""learning_rate"": 0.06, ""max_features"": 1.0, ""max_iter"": 300, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39183459360699141,0.74949802481055561,0.39377824902448805,0.06381730208854329,13.070688374980818,0.219551442684181,0.010179741678494281,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__007|seed=20260818
64,random_forest,Random Forest,model_stage_v1__coarse__random_forest__012,Random Forest | model_stage_v1__coarse__random_forest__012,L,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": null, ""max_features"": 1.0, ""max_samples"": 0.7, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39172450445865298,0.75239214391325093,0.39517278449244636,0.059387481393205134,223.08622016897425,0.21944135353584257,0.010069652530155848,random_forest|L|model_stage_v1__coarse__random_forest__012|seed=20260818
65,random_forest,Random Forest,model_stage_v1__coarse__random_forest__004,Random Forest | model_stage_v1__coarse__random_forest__004,L,"{""criterion"": ""gini"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 1.0, ""max_samples"": 0.7, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3913063972273616,0.75257584376250342,0.39407373362827885,0.061922744900845775,180.1359842910897,0.21902324630455119,0.0096515452988644723,random_forest|L|model_stage_v1__coarse__random_forest__004|seed=20260818
66,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__011,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__011,L+D,"{""imbalance"": ""none"", ""l2_regularization"": 10.0, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39130183031153282,0.75138070436525006,0.39743757998513113,0.053965063192436054,14.428288499999326,0.21901867938872241,0.009646978383035687,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__011|seed=20260818
67,xgboost,XGBoost,model_stage_v1__coarse__xgboost__001,XGBoost | model_stage_v1__coarse__xgboost__001,L,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""none"", ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39111763362630603,0.75262350471995554,0.39382097769374219,0.061633096672074492,12.897619959083386,0.21883448270349562,0.0094627816978088974,xgboost|L|model_stage_v1__coarse__xgboost__001|seed=20260818
68,xgboost,XGBoost,model_stage_v1__coarse__xgboost__015,XGBoost | model_stage_v1__coarse__xgboost__015,L,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 20.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39092097699569589,0.75047021078252119,0.39220805097300815,0.065444187809710813,12.246066959109157,0.21863782607288548,0.0092661250671987605,xgboost|L|model_stage_v1__coarse__xgboost__015|seed=20260818
69,random_forest,Random Forest,model_stage_v1__coarse__random_forest__007,Random Forest | model_stage_v1__coarse__random_forest__007,L,"{""criterion"": ""log_loss"", ""imbalance"": ""none"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_samples"": 0.7, ""min_samples_leaf"": 5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3902573488566225,0.75352843164058592,0.39419335761053054,0.062824661581086336,77.408801457087975,0.21797419793381209,0.0086024969281253694,random_forest|L|model_stage_v1__coarse__random_forest__007|seed=20260818
70,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__001,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__001,L+D+R,"{""activation"": ""relu"", ""batch_size"": 256, ""epochs"": 200, ""hidden_layer_sizes"": [64, 32], ""imbalance"": ""none"", ""learning_rate"": 0.0003, ""weight_decay"": 0.001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.39010611048387983,0.74344109472943842,0.39679167673071064,0.058728340756606198,54.776821333914995,0.21782295956106942,0.0084512585553827013,pytorch_mlp|L+D+R|model_stage_v1__coarse__pytorch_mlp__epochs_200__001|seed=20260818
71,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__009,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__009,L,"{""imbalance"": ""none"", ""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38993290128453773,0.75076527256787939,0.39337422782091674,0.063550913195887862,13.887118583952542,0.21764975036172732,0.0082780493560405954,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__009|seed=20260818
72,xgboost,XGBoost,model_stage_v1__coarse__xgboost__013,XGBoost | model_stage_v1__coarse__xgboost__013,L+D,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 800, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3898621581151418,0.74931788303398461,0.39486932653231593,0.056068489886123389,14.052069248980843,0.21757900719233139,0.0082073061866446695,xgboost|L+D|model_stage_v1__coarse__xgboost__013|seed=20260818
73,random_forest,Random Forest,model_stage_v1__coarse__random_forest__009,Random Forest | model_stage_v1__coarse__random_forest__009,L+D+R,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 0.5, ""max_samples"": 1.0, ""min_samples_leaf"": 1}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.389837271533922,0.750111103688895,0.39473210708194567,0.069428603585465681,427.74443670705659,0.2175541206111116,0.0081824196054248732,random_forest|L+D+R|model_stage_v1__coarse__random_forest__009|seed=20260818
74,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__005,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__005,L,"{""activation"": ""relu"", ""batch_size"": 64, ""epochs"": 200, ""hidden_layer_sizes"": [64, 32], ""imbalance"": ""none"", ""learning_rate"": 0.0003, ""weight_decay"": 0.001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38978035503698211,0.74772461252014621,0.3880182105400321,0.06865676108419734,156.6328257919522,0.2174972041141717,0.0081255031084849771,pytorch_mlp|L|model_stage_v1__coarse__pytorch_mlp__epochs_200__005|seed=20260818
75,random_forest,Random Forest,model_stage_v1__coarse__random_forest__006,Random Forest | model_stage_v1__coarse__random_forest__006,L+D,"{""criterion"": ""log_loss"", ""imbalance"": ""none"", ""max_depth"": 24, ""max_features"": ""sqrt"", ""max_samples"": 0.7, ""min_samples_leaf"": 1}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38975449112907012,0.75255839772871025,0.39605763706515296,0.066748659461736803,109.94537012506044,0.21747134020625972,0.0080996392005729945,random_forest|L+D|model_stage_v1__coarse__random_forest__006|seed=20260818
76,pytorch_mlp,MLP (PyTorch),model_stage_v1__coarse__pytorch_mlp__epochs_200__006,MLP (PyTorch) | model_stage_v1__coarse__pytorch_mlp__epochs_200__006,L+D,"{""activation"": ""relu"", ""batch_size"": 64, ""epochs"": 200, ""hidden_layer_sizes"": [64], ""imbalance"": ""none"", ""learning_rate"": 0.0003, ""weight_decay"": 0.0001}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38915379290876234,0.74196400676630647,0.39440118419154913,0.052771914899484969,120.22206679207738,0.21687064198595193,0.0074989409802652118,pytorch_mlp|L+D|model_stage_v1__coarse__pytorch_mlp__epochs_200__006|seed=20260818
77,xgboost,XGBoost,model_stage_v1__coarse__xgboost__006,XGBoost | model_stage_v1__coarse__xgboost__006,L+D+R,"{""colsample_bytree"": 0.7, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 20, ""n_estimators"": 500, ""reg_alpha"": 0.0, ""reg_lambda"": 20.0, ""subsample"": 1.0}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38907047439382147,0.74461807073953512,0.39247835943865095,0.058972247145625975,17.801298210106324,0.21678732347101107,0.0074156224653243452,xgboost|L+D+R|model_stage_v1__coarse__xgboost__006|seed=20260818
78,random_forest,Random Forest,model_stage_v1__coarse__random_forest__010,Random Forest | model_stage_v1__coarse__random_forest__010,L,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": 24, ""max_features"": 1.0, ""max_samples"": 1.0, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38901158914368922,0.75047078466521167,0.39200098017605306,0.058413529909552279,290.85328691493487,0.21672843822087881,0.0073567372151920885,random_forest|L|model_stage_v1__coarse__random_forest__010|seed=20260818
79,random_forest,Random Forest,model_stage_v1__coarse__random_forest__008,Random Forest | model_stage_v1__coarse__random_forest__008,L,"{""criterion"": ""log_loss"", ""imbalance"": ""sqrt"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""max_samples"": 0.7, ""min_samples_leaf"": 5}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38845788473854892,0.75264356191999104,0.39311767060982805,0.06610352371367853,67.374791541020386,0.21617473381573851,0.0068030328100517901,random_forest|L|model_stage_v1__coarse__random_forest__008|seed=20260818
80,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__002,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__002,L+D,"{""imbalance"": ""none"", ""l2_regularization"": 0.1, ""learning_rate"": 0.06, ""max_features"": 1.0, ""max_iter"": 150, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38827698889384576,0.75229667852767412,0.3941937599801098,0.054282313650421472,13.298132542928215,0.21599383797103536,0.0066221369653486351,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__002|seed=20260818
81,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__015,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__015,L+D+R,"{""imbalance"": ""sqrt"", ""l2_regularization"": 0.1, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 150, ""max_leaf_nodes"": 31, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38761340428080521,0.74461141370032435,0.3957385588290408,0.047879586490883259,15.276141416979954,0.2153302533579948,0.0059585523523080774,hist_gradient_boosting|L+D+R|model_stage_v1__coarse__hist_gradient_boosting__015|seed=20260818
82,random_forest,Random Forest,model_stage_v1__coarse__random_forest__001,Random Forest | model_stage_v1__coarse__random_forest__001,L+D,"{""criterion"": ""gini"", ""imbalance"": ""none"", ""max_depth"": 24, ""max_features"": ""sqrt"", ""max_samples"": 1.0, ""min_samples_leaf"": 1}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38746526592881686,0.75222695178076937,0.39142700452191415,0.066024596582850495,119.78075462416746,0.21518211500600645,0.0058104140003197302,random_forest|L+D|model_stage_v1__coarse__random_forest__001|seed=20260818
83,xgboost,XGBoost,model_stage_v1__coarse__xgboost__013,XGBoost | model_stage_v1__coarse__xgboost__013,L,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""imbalance"": ""sqrt"", ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 800, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 0.7}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38692939770884444,0.74980224002482854,0.38878104334451313,0.059583634938058141,13.190804292040411,0.21464624678603403,0.0052745457803473061,xgboost|L|model_stage_v1__coarse__xgboost__013|seed=20260818
84,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__011,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__011,L,"{""imbalance"": ""none"", ""l2_regularization"": 10.0, ""learning_rate"": 0.1, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.38689357373290628,0.75000880909930034,0.38951829514336267,0.062149113101709896,13.058114917075727,0.21461042281009587,0.0052387218044091521,hist_gradient_boosting|L|model_stage_v1__coarse__hist_gradient_boosting__011|seed=20260818
85,hist_gradient_boosting,HistGradientBoosting,model_stage_v1__coarse__hist_gradient_boosting__006,HistGradientBoosting | model_stage_v1__coarse__hist_gradient_boosting__006,L+D,"{""imbalance"": ""none"", ""l2_regularization"": 1.0, ""learning_rate"": 0.06, ""max_features"": 0.7, ""max_iter"": 300, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",20260818,COMPLETE,,CONVERGED_NO_WARNINGS,10760,1986,0.1845724907063197,0.3867882392314646,0.74817637297416539,0.39012996831117147,0.053796832594753631,15.659861083026044,0.2145050883086542,0.0051333873029674737,hist_gradient_boosting|L+D|model_stage_v1__coarse__hist_gradient_boosting__006|seed=20260818
